"subjid","alpha11","alpha12","theta11","theta12","beta11","beta12","tau"
9151,2.15688375524631,1.19912419590156,0.676805744401174,0.188484917901081,1.08984651205605,0.904332128111726,1.59303416536677
9101,0.769509023621117,1.10721998118768,0.74629930339833,0.82682628470813,0.967720418468585,0.924783475409092,5.18895927211849
9141,0.375299533680281,0.759358826623789,0.545962688714037,0.0692743686031552,1.04192239297924,1.28368464829402,0.393207923376433
9111,1.00750765913399,1.24093989773859,0.573149512279472,0.713784433158465,1.22811470771123,1.19240810487071,1.08323196179467
9231,2.05361667926282,1.16671926732406,0.531741885203922,0.30089619061917,1.19195646205661,1.1319520021425,0.644731948768372
9181,0.681159426167028,3.48432840072954,0.394071424639829,-0.186553346991081,1.96155834829314,1.0028009364859,0.687431222381079
9221,0.845869900945384,1.33987915732587,0.722852205512745,0.149595704284299,1.03157570171558,0.887447491001217,0.630355021898659
9311,1.15853845539861,2.42373211092312,-0.00912645448148426,-0.309822979031681,1.39104655584344,1.56802388538161,0.403302753347991
9261,0.610697388354029,0.99740686660842,0.464556477222202,-0.279433043043967,0.629124066428257,1.22067155366424,1.60948955472158
9301,1.08914673616817,1.26732623783861,0.796729912252912,0.210840282727372,1.18491908600982,0.866083644441243,1.89437766091621
9071,1.30571217638605,1.60606008307049,0.644263096603846,0.233269170735092,1.18789225716032,1.0715845211294,1.14687075924475
9271,0.343028335040036,0.924128152106454,0.698695894420414,-0.165763839185261,2.20862372824405,0.825554230740673,1.40346420165779
9391,1.48905303013807,2.38991529471135,0.487035124119076,0.382738680980694,0.944708643260075,0.953587458151343,1.32299029663893
9351,0.86275228680169,0.80264785592505,0.577297405904052,0.702639400423028,1.42149009636444,1.38596416018182,0.391048205724888
9341,0.611551487797527,0.692585237789537,0.560521300079569,0.966911282399943,1.37472840935574,1.25420877626842,0.934643243101228
9381,0.379798758889999,0.738620800918495,0.644101125125944,-0.229208827741569,0.833731899682379,1.04459060047026,1.44725951903219
9021,0.40266012916786,1.80406980279311,0.661044969248535,-0.642706250278797,0.857461437700283,1.11579848013063,2.60962855701164
