9151,6,6,1,3,2,1,1
9151,6,6,1,1,1,1,2
9151,9,3,2,2,1,2,3
9151,12,0,4,4,2,4,4
9151,7,5,2,1,1,2,5
9151,9,3,2,4,2,2,6
9151,12,0,4,2,1,4,7
9151,12,0,4,4,2,4,8
9151,7,5,2,3,2,2,9
9151,9,3,3,4,2,3,10
9151,12,0,4,4,2,4,11
9151,9,3,3,2,1,3,12
9151,7,5,2,1,1,2,13
9151,12,0,4,4,2,4,14
9151,12,0,4,2,1,4,15
9151,7,5,1,3,2,1,16
9151,6,6,1,1,1,1,17
9151,9,3,3,4,2,3,18
9151,6,6,1,1,1,1,19
9151,6,6,1,3,2,1,20
9151,12,0,4,2,1,4,21
9151,12,0,4,4,2,4,22
9151,7,5,2,1,1,2,23
9151,9,3,3,2,1,3,24
9151,9,3,3,4,2,3,25
9151,7,5,2,3,2,2,26
9151,7,5,2,1,1,2,27
9151,6,6,1,3,2,1,28
9151,9,3,3,4,2,3,29
9151,9,3,2,2,1,2,30
9151,12,0,4,2,1,4,31
9151,12,0,4,4,2,4,32
9151,9,3,3,4,2,3,33
9151,9,3,2,4,2,2,34
9151,7,5,1,1,1,1,35
9151,7,5,2,3,2,2,36
9151,9,3,3,2,1,3,37
9151,6,6,1,3,2,1,38
9151,9,3,3,2,1,3,39
9151,6,6,1,1,1,1,40
9151,7,5,2,1,1,2,41
9151,7,5,1,3,2,1,42
9151,6,6,1,1,1,1,43
9151,7,5,2,3,2,2,44
9151,12,0,4,4,2,4,45
9151,6,6,1,1,1,1,46
9151,6,6,1,3,2,1,47
9151,9,3,3,4,2,3,48
9151,12,0,4,2,1,4,49
9151,9,3,3,2,1,3,50
9151,6,6,1,1,1,1,51
9151,7,5,2,1,1,2,52
9151,6,6,1,1,1,1,53
9151,12,0,4,2,1,4,54
9151,12,0,4,4,2,4,55
9151,6,6,1,3,2,1,56
9151,7,5,2,3,2,2,57
9151,9,3,2,2,1,2,58
9151,6,6,1,1,1,1,59
9151,12,0,4,2,1,4,60
9151,7,5,2,3,2,2,61
9151,9,3,3,4,2,3,62
9151,7,5,2,1,1,2,63
9151,12,0,4,2,1,4,64
9151,6,6,1,3,2,1,65
9151,7,5,2,3,2,2,66
9151,9,3,2,2,1,2,67
9151,6,6,1,3,2,1,68
9151,12,0,4,2,1,4,69
9151,6,6,1,3,2,1,70
9151,12,0,4,4,2,4,71
9151,7,5,1,1,1,1,72
9151,9,3,3,2,1,3,1
9151,7,5,1,3,2,1,2
9151,6,6,1,1,1,1,3
9151,12,0,4,2,1,4,4
9151,7,5,1,1,1,1,5
9151,6,6,1,1,1,1,6
9151,6,6,1,3,2,1,7
9151,12,0,4,2,1,4,8
9151,7,5,1,3,2,1,9
9151,9,3,3,4,2,3,10
9151,9,3,3,4,2,3,11
9151,9,3,2,2,1,2,12
9151,6,6,1,3,2,1,13
9151,12,0,4,4,2,4,14
9151,7,5,2,3,2,2,15
9151,7,5,2,3,2,2,16
9151,12,0,4,4,2,4,17
9151,7,5,2,1,1,2,18
9151,6,6,1,3,2,1,19
9151,12,0,4,2,1,4,20
9151,9,3,3,4,2,3,21
9151,12,0,4,2,1,4,22
9151,12,0,4,4,2,4,23
9151,9,3,2,2,1,2,24
9151,12,0,4,2,1,4,25
9151,6,6,1,1,1,1,26
9151,12,0,3,4,2,3,27
9151,12,0,4,2,1,4,28
9151,6,6,1,3,2,1,29
9151,6,6,1,1,1,1,30
9151,6,6,1,3,2,1,31
9151,9,3,3,4,2,3,32
9151,7,5,1,1,1,1,33
9151,9,3,3,4,2,3,34
9151,9,3,2,2,1,2,35
9151,12,0,4,4,2,4,36
9151,7,5,2,3,2,2,37
9151,9,3,3,4,2,3,38
9151,6,6,1,3,2,1,39
9151,7,5,1,3,2,1,40
9151,6,6,1,1,1,1,41
9151,12,0,4,2,1,4,42
9151,7,5,1,1,1,1,43
9151,12,0,4,4,2,4,44
9151,9,3,3,4,2,3,45
9151,7,5,2,1,1,2,46
9151,9,3,2,2,1,2,47
9151,9,3,2,2,1,2,48
9151,12,0,4,4,2,4,49
9151,6,6,1,1,1,1,50
9151,6,6,1,1,1,1,51
9151,9,3,3,2,1,3,52
9151,7,5,2,1,1,2,53
9151,6,6,1,3,2,1,54
9151,12,0,4,2,1,4,55
9151,6,6,1,1,1,1,56
9151,12,0,4,4,2,4,57
9151,9,3,3,4,2,3,58
9151,7,5,2,1,1,2,59
9151,7,5,2,3,2,2,60
9151,12,0,4,4,2,4,61
9151,6,6,1,3,2,1,62
9151,6,6,1,1,1,1,63
9151,9,3,2,2,1,2,64
9151,7,5,2,3,2,2,65
9151,9,3,3,4,2,3,66
9151,9,3,2,2,1,2,67
9151,6,6,1,3,2,1,68
9151,12,0,4,2,1,4,69
9151,7,5,2,1,1,2,70
9151,7,5,2,1,1,2,71
9151,7,5,2,3,2,2,144
9101,6,6,1,3,2,1,1
9101,6,6,1,1,1,1,2
9101,9,3,2,2,1,2,3
9101,12,0,4,4,2,4,4
9101,7,5,1,1,1,1,5
9101,9,3,2,4,2,2,6
9101,12,0,4,2,1,4,7
9101,12,0,4,4,2,4,8
9101,7,5,1,3,2,1,9
9101,9,3,3,4,2,3,10
9101,12,0,4,4,2,4,11
9101,9,3,2,2,1,2,12
9101,7,5,1,1,1,1,13
9101,12,0,4,4,2,4,14
9101,12,0,4,2,1,4,15
9101,7,5,1,3,2,1,16
9101,6,6,1,1,1,1,17
9101,9,3,2,4,2,2,18
9101,6,6,1,1,1,1,19
9101,6,6,1,3,2,1,20
9101,12,0,4,2,1,4,21
9101,12,0,4,4,2,4,22
9101,7,5,1,1,1,1,23
9101,9,3,2,2,1,2,24
9101,9,3,2,4,2,2,25
9101,7,5,1,3,2,1,26
9101,7,5,1,1,1,1,27
9101,6,6,1,3,2,1,28
9101,9,3,2,4,2,2,29
9101,9,3,2,2,1,2,30
9101,12,0,4,2,1,4,31
9101,12,0,4,4,2,4,32
9101,9,3,2,4,2,2,33
9101,9,3,2,4,2,2,34
9101,7,5,1,1,1,1,35
9101,7,5,1,3,2,1,36
9101,9,3,2,2,1,2,37
9101,6,6,1,3,2,1,38
9101,9,3,2,2,1,2,39
9101,6,6,1,1,1,1,40
9101,7,5,1,1,1,1,41
9101,7,5,1,3,2,1,42
9101,6,6,1,1,1,1,43
9101,7,5,1,3,2,1,44
9101,12,0,4,4,2,4,45
9101,6,6,1,1,1,1,46
9101,6,6,1,3,2,1,47
9101,9,3,2,4,2,2,48
9101,12,0,4,2,1,4,49
9101,9,3,2,2,1,2,50
9101,6,6,1,1,1,1,51
9101,7,5,1,1,1,1,52
9101,6,6,1,1,1,1,53
9101,12,0,4,2,1,4,54
9101,12,0,4,4,2,4,55
9101,6,6,1,3,2,1,56
9101,7,5,1,3,2,1,57
9101,9,3,2,2,1,2,58
9101,6,6,1,1,1,1,59
9101,12,0,4,2,1,4,60
9101,7,5,1,3,2,1,61
9101,9,3,3,4,2,3,62
9101,7,5,1,1,1,1,63
9101,12,0,4,2,1,4,64
9101,6,6,1,3,2,1,65
9101,7,5,1,3,2,1,66
9101,9,3,2,2,1,2,67
9101,6,6,1,3,2,1,68
9101,12,0,4,2,1,4,69
9101,6,6,1,3,2,1,70
9101,12,0,4,4,2,4,71
9101,7,5,1,1,1,1,72
9101,9,3,2,2,1,2,1
9101,7,5,1,3,2,1,2
9101,6,6,1,1,1,1,3
9101,12,0,4,2,1,4,4
9101,7,5,1,1,1,1,5
9101,6,6,1,1,1,1,6
9101,6,6,1,3,2,1,7
9101,12,0,4,2,1,4,8
9101,7,5,1,3,2,1,9
9101,9,3,3,4,2,3,10
9101,9,3,2,4,2,2,11
9101,9,3,2,2,1,2,12
9101,6,6,1,3,2,1,13
9101,12,0,4,4,2,4,14
9101,7,5,1,3,2,1,15
9101,7,5,1,3,2,1,16
9101,12,0,4,4,2,4,17
9101,7,5,1,1,1,1,18
9101,6,6,1,3,2,1,19
9101,12,0,4,2,1,4,20
9101,9,3,2,4,2,2,21
9101,12,0,4,2,1,4,22
9101,12,0,4,4,2,4,23
9101,9,3,2,2,1,2,24
9101,12,0,4,2,1,4,25
9101,6,6,1,1,1,1,26
9101,12,0,4,4,2,4,27
9101,12,0,4,2,1,4,28
9101,6,6,1,3,2,1,29
9101,6,6,1,1,1,1,30
9101,6,6,1,3,2,1,31
9101,9,3,2,4,2,2,32
9101,7,5,1,1,1,1,33
9101,9,3,2,4,2,2,34
9101,9,3,2,2,1,2,35
9101,12,0,4,4,2,4,36
9101,7,5,1,3,2,1,37
9101,9,3,2,4,2,2,38
9101,6,6,1,3,2,1,39
9101,7,5,1,3,2,1,40
9101,6,6,1,1,1,1,41
9101,12,0,4,2,1,4,42
9101,7,5,1,1,1,1,43
9101,12,0,4,4,2,4,44
9101,9,3,2,4,2,2,45
9101,7,5,1,1,1,1,46
9101,9,3,2,2,1,2,47
9101,9,3,2,2,1,2,48
9101,12,0,4,4,2,4,49
9101,6,6,1,1,1,1,50
9101,6,6,1,1,1,1,51
9101,9,3,2,2,1,2,52
9101,7,5,1,1,1,1,53
9101,6,6,1,3,2,1,54
9101,12,0,4,2,1,4,55
9101,6,6,1,1,1,1,56
9101,12,0,4,4,2,4,57
9101,9,3,2,4,2,2,58
9101,7,5,1,1,1,1,59
9101,7,5,1,3,2,1,60
9101,12,0,4,4,2,4,61
9101,6,6,1,3,2,1,62
9101,6,6,1,1,1,1,63
9101,9,3,2,2,1,2,64
9101,7,5,1,3,2,1,65
9101,9,3,2,4,2,2,66
9101,9,3,2,2,1,2,67
9101,6,6,1,3,2,1,68
9101,12,0,4,2,1,4,69
9101,7,5,1,1,1,1,70
9101,7,5,1,1,1,1,71
9101,7,5,1,3,2,1,72
9141,9,3,2,2,1,2,1
9141,7,5,2,3,2,2,2
9141,6,6,1,1,1,1,3
9141,12,0,1,2,1,1,4
9141,7,5,2,1,1,2,5
9141,6,6,1,1,1,1,6
9141,6,6,1,3,2,1,7
9141,12,0,1,2,1,1,8
9141,7,5,4,3,2,4,9
9141,9,3,2,4,2,2,10
9141,9,3,2,4,2,2,11
9141,9,3,2,2,1,2,12
9141,6,6,1,3,2,1,13
9141,12,0,3,4,2,3,14
9141,7,5,1,3,2,1,15
9141,7,5,1,3,2,1,16
9141,12,0,3,4,2,3,17
9141,7,5,1,1,1,1,18
9141,6,6,2,3,2,2,19
9141,12,0,3,2,1,3,20
9141,9,3,2,4,2,2,21
9141,12,0,1,2,1,1,22
9141,12,0,3,4,2,3,23
9141,9,3,2,2,1,2,24
9141,12,0,4,2,1,4,25
9141,6,6,1,1,1,1,26
9141,12,0,4,4,2,4,27
9141,12,0,2,2,1,2,28
9141,6,6,1,3,2,1,29
9141,6,6,2,1,1,2,30
9141,6,6,1,3,2,1,31
9141,9,3,1,4,2,1,32
9141,7,5,1,1,1,1,33
9141,9,3,2,4,2,2,34
9141,9,3,2,2,1,2,35
9141,12,0,4,4,2,4,36
9141,7,5,1,3,2,1,37
9141,9,3,2,4,2,2,38
9141,6,6,1,3,2,1,39
9141,7,5,1,3,2,1,40
9141,6,6,1,1,1,1,41
9141,12,0,3,2,1,3,42
9141,7,5,1,1,1,1,43
9141,12,0,3,4,2,3,44
9141,9,3,1,4,2,1,45
9141,7,5,3,1,1,3,46
9141,9,3,1,2,1,1,47
9141,9,3,1,2,1,1,48
9141,12,0,2,4,2,2,49
9141,6,6,1,1,1,1,50
9141,6,6,1,1,1,1,51
9141,9,3,1,2,1,1,52
9141,7,5,3,1,1,3,53
9141,6,6,3,3,2,3,54
9141,12,0,1,2,1,1,55
9141,6,6,1,1,1,1,56
9141,12,0,2,4,2,2,57
9141,9,3,2,4,2,2,58
9141,7,5,1,1,1,1,59
9141,7,5,3,3,2,3,60
9141,12,0,3,4,2,3,61
9141,6,6,4,3,2,4,62
9141,6,6,1,1,1,1,63
9141,9,3,2,2,1,2,64
9141,7,5,2,3,2,2,65
9141,9,3,2,4,2,2,66
9141,9,3,2,2,1,2,67
9141,6,6,1,3,2,1,68
9141,12,0,1,2,1,1,69
9141,7,5,1,1,1,1,70
9141,7,5,4,1,1,4,71
9141,7,5,1,3,2,1,72
9141,6,6,1,3,2,1,1
9141,6,6,1,1,1,1,2
9141,9,3,3,2,1,3,3
9141,12,0,3,4,2,3,4
9141,7,5,1,1,1,1,5
9141,9,3,2,4,2,2,6
9141,12,0,2,2,1,2,7
9141,12,0,4,4,2,4,8
9141,7,5,1,3,2,1,9
9141,9,3,3,4,2,3,10
9141,12,0,3,4,2,3,11
9141,9,3,1,2,1,1,12
9141,7,5,1,1,1,1,13
9141,12,0,3,4,2,3,14
9141,12,0,2,2,1,2,15
9141,7,5,1,3,2,1,16
9141,6,6,1,1,1,1,17
9141,9,3,1,4,2,1,18
9141,6,6,1,1,1,1,19
9141,6,6,1,3,2,1,20
9141,12,0,1,2,1,1,21
9141,12,0,2,4,2,2,22
9141,7,5,1,1,1,1,23
9141,9,3,1,2,1,1,24
9141,9,3,3,4,2,3,25
9141,7,5,4,3,2,4,26
9141,7,5,2,1,1,2,27
9141,6,6,1,3,2,1,28
9141,9,3,2,4,2,2,29
9141,9,3,1,2,1,1,30
9141,12,0,4,2,1,4,31
9141,12,0,4,4,2,4,32
9141,9,3,3,4,2,3,33
9141,9,3,1,4,2,1,34
9141,7,5,1,1,1,1,35
9141,7,5,1,3,2,1,36
9141,9,3,1,2,1,1,37
9141,6,6,1,3,2,1,38
9141,9,3,1,2,1,1,39
9141,6,6,1,1,1,1,40
9141,7,5,1,1,1,1,41
9141,7,5,1,3,2,1,42
9141,6,6,1,1,1,1,43
9141,7,5,1,3,2,1,44
9141,12,0,3,4,2,3,45
9141,6,6,1,1,1,1,46
9141,6,6,1,3,2,1,47
9141,9,3,1,4,2,1,48
9141,12,0,1,2,1,1,49
9141,9,3,1,2,1,1,50
9141,6,6,1,1,1,1,51
9141,7,5,1,1,1,1,52
9141,6,6,1,1,1,1,53
9141,12,0,3,2,1,3,54
9141,12,0,3,4,2,3,55
9141,6,6,3,3,2,3,56
9141,7,5,1,3,2,1,57
9141,9,3,1,2,1,1,58
9141,6,6,1,1,1,1,59
9141,12,0,2,2,1,2,60
9141,7,5,2,3,2,2,61
9141,9,3,2,4,2,2,62
9141,7,5,1,1,1,1,63
9141,12,0,1,2,1,1,64
9141,6,6,1,3,2,1,65
9141,7,5,1,3,2,1,66
9141,9,3,1,2,1,1,67
9141,6,6,1,3,2,1,68
9141,12,0,2,2,1,2,69
9141,6,6,2,3,2,2,70
9141,12,0,3,4,2,3,71
9141,7,5,2,1,1,2,144
9111,6,6,1,3,2,1,1
9111,6,6,1,1,1,1,2
9111,9,3,2,2,1,2,3
9111,12,0,3,4,2,3,4
9111,7,5,1,1,1,1,5
9111,9,3,2,4,2,2,6
9111,12,0,3,2,1,3,7
9111,12,0,3,4,2,3,8
9111,7,5,1,3,2,1,9
9111,9,3,2,4,2,2,10
9111,12,0,3,4,2,3,11
9111,9,3,2,2,1,2,12
9111,7,5,1,1,1,1,13
9111,12,0,4,4,2,4,14
9111,12,0,3,2,1,3,15
9111,7,5,1,3,2,1,16
9111,6,6,1,1,1,1,17
9111,9,3,2,4,2,2,18
9111,6,6,1,1,1,1,19
9111,6,6,1,3,2,1,20
9111,12,0,3,2,1,3,21
9111,12,0,3,4,2,3,22
9111,7,5,1,1,1,1,23
9111,9,3,2,2,1,2,24
9111,9,3,2,4,2,2,25
9111,7,5,1,3,2,1,26
9111,7,5,1,1,1,1,27
9111,6,6,1,3,2,1,28
9111,9,3,2,4,2,2,29
9111,9,3,2,2,1,2,30
9111,12,0,3,2,1,3,31
9111,12,0,3,4,2,3,32
9111,9,3,2,4,2,2,33
9111,9,3,2,4,2,2,34
9111,7,5,1,1,1,1,35
9111,7,5,1,3,2,1,36
9111,9,3,2,2,1,2,37
9111,6,6,1,3,2,1,38
9111,9,3,2,2,1,2,39
9111,6,6,1,1,1,1,40
9111,7,5,1,1,1,1,41
9111,7,5,1,3,2,1,42
9111,6,6,1,1,1,1,43
9111,7,5,1,3,2,1,44
9111,12,0,3,4,2,3,45
9111,6,6,1,1,1,1,46
9111,6,6,1,3,2,1,47
9111,9,3,2,4,2,2,48
9111,12,0,3,2,1,3,49
9111,9,3,2,2,1,2,50
9111,6,6,1,1,1,1,51
9111,7,5,2,1,1,2,52
9111,6,6,1,1,1,1,53
9111,12,0,3,2,1,3,54
9111,12,0,3,4,2,3,55
9111,6,6,1,3,2,1,56
9111,7,5,1,3,2,1,57
9111,9,3,2,2,1,2,58
9111,6,6,1,1,1,1,59
9111,12,0,3,2,1,3,60
9111,7,5,1,3,2,1,61
9111,9,3,2,4,2,2,62
9111,7,5,1,1,1,1,63
9111,12,0,3,2,1,3,64
9111,6,6,1,3,2,1,65
9111,7,5,1,3,2,1,66
9111,9,3,2,2,1,2,67
9111,6,6,1,3,2,1,68
9111,12,0,3,2,1,3,69
9111,6,6,1,3,2,1,70
9111,12,0,4,4,2,4,71
9111,7,5,1,1,1,1,72
9111,9,3,2,2,1,2,1
9111,7,5,1,3,2,1,2
9111,6,6,1,1,1,1,3
9111,12,0,3,2,1,3,4
9111,7,5,1,1,1,1,5
9111,6,6,1,1,1,1,6
9111,6,6,1,3,2,1,7
9111,12,0,3,2,1,3,8
9111,7,5,1,3,2,1,9
9111,9,3,2,4,2,2,10
9111,9,3,2,4,2,2,11
9111,9,3,3,2,1,3,12
9111,6,6,1,3,2,1,13
9111,12,0,3,4,2,3,14
9111,7,5,1,3,2,1,15
9111,7,5,1,3,2,1,16
9111,12,0,3,4,2,3,17
9111,7,5,1,1,1,1,18
9111,6,6,1,3,2,1,19
9111,12,0,3,2,1,3,20
9111,9,3,2,4,2,2,21
9111,12,0,3,2,1,3,22
9111,12,0,4,4,2,4,23
9111,9,3,2,2,1,2,24
9111,12,0,3,2,1,3,25
9111,6,6,1,1,1,1,26
9111,12,0,3,4,2,3,27
9111,12,0,3,2,1,3,28
9111,6,6,1,3,2,1,29
9111,6,6,1,1,1,1,30
9111,6,6,1,3,2,1,31
9111,9,3,2,4,2,2,32
9111,7,5,1,1,1,1,33
9111,9,3,2,4,2,2,34
9111,9,3,2,2,1,2,35
9111,12,0,3,4,2,3,36
9111,7,5,1,3,2,1,37
9111,9,3,2,4,2,2,38
9111,6,6,1,3,2,1,39
9111,7,5,1,3,2,1,40
9111,6,6,1,1,1,1,41
9111,12,0,3,2,1,3,42
9111,7,5,1,1,1,1,43
9111,12,0,3,4,2,3,44
9111,9,3,2,4,2,2,45
9111,7,5,1,1,1,1,46
9111,9,3,2,2,1,2,47
9111,9,3,2,2,1,2,48
9111,12,0,3,4,2,3,49
9111,6,6,1,1,1,1,50
9111,6,6,1,1,1,1,51
9111,9,3,1,2,1,1,52
9111,7,5,1,1,1,1,53
9111,6,6,1,3,2,1,54
9111,12,0,3,2,1,3,55
9111,6,6,1,1,1,1,56
9111,12,0,4,4,2,4,57
9111,9,3,2,4,2,2,58
9111,7,5,1,1,1,1,59
9111,7,5,1,3,2,1,60
9111,12,0,4,4,2,4,61
9111,6,6,1,3,2,1,62
9111,6,6,1,1,1,1,63
9111,9,3,2,2,1,2,64
9111,7,5,1,3,2,1,65
9111,9,3,2,4,2,2,66
9111,9,3,2,2,1,2,67
9111,6,6,1,3,2,1,68
9111,12,0,3,2,1,3,69
9111,7,5,1,1,1,1,70
9111,7,5,1,1,1,1,71
9111,7,5,1,3,2,1,144
9231,6,6,1,3,2,1,1
9231,6,6,1,1,1,1,2
9231,9,3,3,2,1,3,3
9231,12,0,4,4,2,4,4
9231,7,5,2,1,1,2,5
9231,9,3,3,4,2,3,6
9231,12,0,4,2,1,4,7
9231,12,0,3,4,2,3,8
9231,7,5,1,3,2,1,9
9231,9,3,2,4,2,2,10
9231,12,0,4,4,2,4,11
